value,count,timestamp,column,id
"D.E.P issued a 3 day notice , building basement flooded.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
D.E.P on location with CON-ED at this time D.E.P had con edison lift plates on the sidewalk at corner of Charlton street and hudson to clear a catch basin obstruction that was causing the basement of corner property to flood.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
depression in the roadway causing water flooding around site given,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
D.E.P  temp patch 4'x2' x 5ft down cave-in I/F/O 224  West 238th St ( Home BX Steak House) in the parking lane. Spoke to Ben he made the compliant owner of steak house water flooding his basement. Area has no catch basin for water to enter.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"domestic city sewer backing up into property 6644 central avenue due to flooded sewage,emergency excavation to repair.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Domestic sanitary backing up into basement (basement flooded visibly confirmed),one excavation made on roadway at time of inspection.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"domestic sanitary sewer backing up in basement,Basement flooded at time of inspection.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"domestic sanitary sewer backing up into(basement flooded) ,one excavation made on roadway at time of inspection, crew on site",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"domestic sanitary sewer backing up into basement (visibly confirmed trap flooded), crew on site excavating across sidewalk at time of inspection",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Domestic Sanitary Sewer Backing up into Property Basement Flooded.. Contractor currently working in the Sidewalk. ( Property owner on site),1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"domestic sanitary sewer backing up into property (basement flooded), one excavation made on roadway at time of inspection, crew on site.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"domestic sanitary sewer  backing up into property flooding basement(visually confirmed), one excavation made on roadway and one excavation made on sidewalk.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"domestic sanitary sewer collapsed for 944,visibly confirmed flooding,one excavation made behind grass area at time of inspection crew will have to excate on roadway to city sewer",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Domestic sanitary sewer flooding basement/ causing water to back up into basement (confirmed with building super), one excavation made on roadway at time of inspection.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Domestic sanitary sewer flooding basement ,(confirmed with homeowner) one excavation made on roadway at time of inspection.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"domestic sewer backing up into property 14127 basement flooded (visually confirmed) ,one excavation on the sidewalk at time of inspection.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
domestic sewer backing up into property ( basement flooded)crew will work on sidewalk and roadway.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"domestic sewer backing up into property causing flooding in basement,(confirmed with home owner).",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Domestic Sprinkler System flooding the Basement. Repairs currently underway in the Roadway.Building Super on site,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Domestic water and sprinkler service broken, water gushing out pipe flooding in basement. Contractor preparing to excavate in sidewalk to make repairs.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Domestic water leak. Flood in the basement of 499. Opening to be made in roadway and sidewalk.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Domestic water leak in basement ,confirmed with homeowner basement flooded low water pressure,one excavation on roadway and in grass area.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"domestic water leaking behind property line,(visibly confirmed) property flooded,one excavation made on sidewalk at time of inspection",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Domestic water leaking in basement( basement flooded ),one excavation made of sidewalk and 2 excavations made on roadway at time of inspection, crew on site.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"domestic water leaking in basement ( basement flooded),one excavation made on roadway and one excavation made on sidewalk , crew on site",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"domestic water leaking in basement ( basement flooded visibly confirmed),one excavation made on roadway and one excavation made on sidewalk at time of inspection.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Domestic water leaking in basement (visibly confirmed) basement flooded one excavation made on roadway and one excavation made on sidewalk at time of inspection.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"domestic water leaking in basement (visibly confirmed ), basement flooded ,one excavation made on roadway at time of inspection, crew on site",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"domestic water leaking in roadway (visibly confirmed roadway cut flooded),one excavation made on roadway and one excavation made on sidewalk.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Domestic water leaking on sidewalk confirmed with homeowner (flooding into hallway),one excavation made on roadway and one excavation made on sidewalk at time of inspection.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Domestic Water Service Leak Basement Flooded According to Property Owner. Contractor currently making Repairs in the Roadway & Sidewalk,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Domestic Water Service Leak Basement Flooded with Water. Contractor currently Making Repairs in the Roadway. Property owner on site,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Domestic Water Service was shut off by DEP After 3 Day Notice was Issued. Roadway Currently Flooded. Contractor currently making Repairs in the Roadway. Property owner on site.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Done in flood zone,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
DON'T LOOK TO BE ANY WORK DONE ROADWAY IS FLOODED,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Drainage is needed in front of 468 Front Street on the Bay Side, there is a severe flooding condition whenever it rains due to a lack of drainage in the area 75'L x 18'W x 2""Dowm",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Due to heavy rain sewer m/h/c pop open . Street flooding call central Rollen 4:25pm.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
EASY STREET CUTTING ROADWAY  AT 613 - NO 3 DAY NOTICE - BASEMENT FLOODED,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"electric installation underground, flooded street",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Email to check site as per previous inspection. Sidewalk restored in kind, sign replaced where they were prior. Heavy rain flooded the area- had to wait for photos.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
engineer only on site to monitor the flood lights.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Entire Roadway from curb to curb IFO 159 Kiswick St and curb to curb on Bedford (corner property) is flooded. Water is on the Driveway and Pedestrian Ramps as well.Hydrant is on the Sidewalk- possibly leaking.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
entire segment is defected. Flooded from recent rain.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Excavation in the Roadway Flooded  with Water Coming Up to the  Existing Roadway. Currently Barricaded & Enclosed Seems like the Problem is with the City Water Main.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"excavation is barricaded on all sides, signs are posted, area is flooded",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"FDNY fire hydrant needs to be shut off,its causing flooding  in parking lane",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"fire line leaking water in basement heavy flooding (visibly confirmed),one excavation made on roadway at time of inspection.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
flooded in basement. Verified with home owner,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"flooded rd/w , plumber cut off water 4 cuts made business shut down for the day no water rd/w cut ,s/w cut / and 2 cut on property",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
flood gates/ flood walls found,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Flood in Basement Crew on site,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Flood in basement due to service leak. Contractor on site replacing broken pipe. Home has no service at time of inspection. Work being done in roadway and grass area. And behind property line.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Flood in basement ,    water meter to vacant brownstone was stolen and pipe cut  causing water leak into property .",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
flooding and drainage issue at the location,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
flooding around catch basin,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
flooding in area yesterday that was in area of excavation covered by the plates. Flooding was caused by private storm drain in area. PCC removed undermined r/way where it flooded and exposed unmarked private storm drain. *EMAIL COMPLAINT*,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
FLOODING IN VAULT REMOVE WATER,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
flooding water due to new corner quadrant not dep protest accepted,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Flood in the basement ,no crew on site ,  D.E.P excavated and turn  off the water .  Building is waiting for plumber to arrive at location.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Flood in the basement of 499. Opening to be made in roadway and sidewalk.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
flood lights are in compliance,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
FLOOD LIGHTS NOT VISIBLE,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Flood Lights On Site At Time Of Inspection,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Flood Lights On Site Behind Fence At Time Of Inspection,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Flood protection lines entire north sidewalk.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
flood walls and flood gates found installed,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
flood walls and flood gates installed,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
flood walls/gates installed,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
floodwalls on sidewalk,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
flood water pipe broken-crew on site,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"foundation installed, r/w not visible due to flooding and darkness",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
found in front of 1267 bergen st crew on site excavating open roadway cut for water leak repair water flood basement of property visable seen  property owner on site repairing tap,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
found in front of 380 clinton ave crew on site excavating open roadway cut to repair water leak  to active building opertion flood to basement of property,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
found no work done at time of inspection roadway flooded unable to inspection,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Gas service flooded with water main break, DEP on site .   Con Ed trenching gas service across the roadway.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Green box flooded and open trench down 2""",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Green flood protection on north sidewalk.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"heav flooding in basement visibly confirmed for 67 east 61 street,one excavation made on roadway towards madison avenue.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Heavy domestic water leaking in basement (basement flooded visibly confirmed),one excavation made in roadway ,insurance job, crew on site to repair.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Heavy domestic water leaking in basement flooded,one excavation made on roadway at time of inspection, crew on site.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Heavy Domestic Water Service Leak in the Roadway Currently Being Pumped out. Severe Flooding. Perhaps might be the Existing City Water Main.3 Day Dep Notice Issued.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Heavy Domestic Water Service Roadway Currently Flooded Excavation Steel Plated work crew on site.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Heavy flooding in basement ,one excavation made on sidewalk at time of inspection , crew on site to repair.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"heavy flooding in compromising manhole at cross walk at 2 avenue  (DEP condition onsite ),crew to pump out excess water.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
heavy flooding in the basement,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Heavy leak in basement flooded (visibly confirmed),one excavation made on roadway at time of inspection and, one excavation made in grass area at time of inspection.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
heavy rain & flooding,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
homeowner flooded in basement,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Homeowner on site , found basement flooded  lead pipe , broken long water cut 4 cuts  2 in rd/w 1 on s/w 1 in homeowner yard",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Homeowner , trap flooded , in the basement , and the neighbor trap also flooded due to there flood , cut opposite about location",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"I CAN SEE A CUT IN AREA, HOWEVER, DUE TO FLOODING FROM TORRENTIAL RAIN I AN NOT FULLY INSPECT.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
i/f/o 216-04 in buspad 2 basins colapsed causing area to flood,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"I/F/O 21 Backfill pass L shaped Trench L 44 L 38 W 3' 6"" W 2' .Backfill was compromised due area on Trench flooded while doing cut back. Material was removed, allow to dry and a new test was conducted and pass.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"I/F/O #540, there is a CATCH BASIN that FLOODS and OVER FLOWS during rainy weather, which causes the roadway to pond heavily I/F/O address, causing unsafe conditions to residents arriving or departing address. Please have this condition corrected.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
IFO #66 (Atlas New York) located within the parking lane there is a 1’9” deep cave in that is creating flooding conditions to the basement property during rainy weather. (311 complaint SR# 311-15941133),1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"I found respondent failed to adhere to the terms and conditions of the DOT permit.  Stip ID HIQA01 ""ANY STORAGE OF MATERIAL OR STORAGE OF EQUIPMENT REQUIRES A SEPARATE PERMIT.  4 man lifts, 1 flood lights",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"in compliance,  s/w is excavated ifo fire house.  There is no signs of flooding or water leaking from any area's of the fire house.  Spoke to pedestrain who said there was water leaking in the basement.  Valid permit on file",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"- In Driving Lane, temp restoration mounded 6"" and sunken 3"" with the restoration still leaking and  causing a freezing black ice condition in roadway. Need immediate attention to stop leak and flooding of property of 2734",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"In front of 202 East 32 street Utility access cover keeps getting flooded when it rains causing the roadway to flood and basement adjacent to listed address to flood, please drain  - In Parking Lane",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
In front of 213 & 217 Ryder Avenue. Flooding in the basement at the above addresses since the roadway was paved.  Investigation needed.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
In front of building 26 we have a storm drain with a small opening causing flood conditions.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"- In Parking Lane, clogged catch basin back flow flooding women's restroom in city park causing health hazard to general public",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Install FFlood Protection at various NYCT facilities to include staging area and construction signs (221)- 155th street station - Manhattan on Frederick Douglass Blvd,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
intersection flooded no work can be seen only some mark outs,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"I observed a Speedway Plumbing crew on site, I spoke with Jimmy the foreman who informed me that there is a lose valve that water is escaping from causing a flooding in 309 East 56 street basement. They are awaiting DEP arrival to shut off the main v",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"I observed the crew and DEP was on site. Spoke to the foreman, Bryan, he states there was an open excavation/trench on the roadway and due to the weather the rain caused this property to flood. Excavation was backfilled and concrete is curing.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Job to be re-scheduled due to rain and flooding.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
large roadway depression over sewer line area roadway approx. 20' x 25' sunken up to 8'' with standing water and extended roadway fractures . spoke to property owner at 160-11 who stated his house was flooded  because of this condition.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
late entry  back fill installed on 6/8/2021 possibly compromised  after excavation flooded out due to contractor working in open through extremely heavy rainfall this condition photo documented .,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Lead line leak in basement causing flooding. Plumber on site working in excavations in roadway and sidewalk. Homeowner presented DEP Three day notice.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Lead pipe broke, causing flood in home. Contractor on site working in excavations in roadway and behind property line, replacing service with copper pipe.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Lead pipe burst caused flooding in home. Water still leaking. Plumber on site replacing broken servic with copper. Excavation on roadway and behind property line.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Lead pipe burst causing flooding in building. Contractor on site working in sidewalk and segment. Replacing with copper piping. Building has no service.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Lead pipe service broken causing flooding in basement. Water pumped out, contractor replacing broken service with copper piping. Home has no service. Excavations behind property line and in roadway.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Lead service pipe broken causing flood in basement. Contractor working on sidewalk roadway and behind property line. Replacing with copper,",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Leaking water out of cracks on the sidewalk flags, water ponding on the sidewalk & roadway bus stop,  homeowners water meter is broken flooding basement. CAR issued.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
LEAK ON SERVICE-HOME OWNER STATES BASEMANT IS FLOODED-CREW ON SITE,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Leak on service inside corner house, pipe was cracked flooded basement. Homeowner called company 1st, not DEP 3day notice",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
lights in the walkway are back on also  temp ped walk is no longer flooded,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
LL14 Backfill postponed due to flooding. To be re-scheduled.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
looks like bpp covered the cut. r/w flooded,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
low voltage flood zone,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Manhole flooded with water , pump failed",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"manhole repaired, unable to inspect flooded street",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Marking Lane flooding causing ponding condition,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
melting snow and flooding water at location,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Melting snow flooded roadway,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Metal sign post embedded on the sidewalk with no sign installed or protection around the post creating a trip hazard for pedestrians, located 15’ from East 25 Street. In relation to # M022023303C84 for Installation of Sanitary and Storm Sewers, Flood",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Must inspect hardware in parking lane I.F.O. of above address. Complaint states there could be crack in wall or foundation of hardware that leads to flooding of homes.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
new CAR will be issued flooding around catch basin,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Newly completed tangent ramps in the NE3 corner found to be Ada compliant, Ramps are accessible, functional measured and collected on 2/6/19. Heavy rain caused slightly flooding.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Newly completed tangent ramps in the NE3 corner quadrant non Ada compliant, Ramps are not accessible at this time but it’s functional,collected in prism on 6/30/21 unable to measured due to fire hydrant is open and it flooded the ramps.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
no address given block was flooded and No Documents included in this application.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
no cuts on r/w or s/wwater meter in basement broken   flooded,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
no flood at this time and DDC contractor on site working in r/w,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
no flood at this time work crew on site .,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
No flood barriers deployed in roadway at time of inspection,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"No flooding currently at this location, condition has been covered with a large yellow steel plate. In compliance, 311 passes.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
No new poles found area flooded.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
No ponding/ flooding observed. Active permit on file for DEP Contract: EC-SER23. Advise caller to contact DEP for further action,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"No site D.E.P. N.Y.P.D & F.D.N.Y , The Fire Hydrant i/f/o 500 East 119 street was broken causing a flooding which immediately turn into ice. D.E.P. turn off the main valve leading to the fire hydrant. This process did not discontinue service .",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"not needed at time of inspection, site flooded.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Not verified no defect hardware on sidewalk, catch basin blocked with trash, causing water to flood on sidewalk as per resident.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Not verified the flooding  the sidewalk is due to the water service at listed address. Water flowing is cut off. Homeowner needs to remove standing water.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
No violation for hardware drain issues failing nothing in the rule book covers hardware flooding conditions,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"NO WATER LEAK, 1 CUT PARKING LANE B-S-C INFO FLOOD WATER THRU WALLS",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
No work done on this permit - permit renewed B012018365E33 - Area flooded due to heavy rain,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
no work seen flooded no street no sidewalk,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
NYC DEP FIX BROKEN GATE BOX - FLOODING RESIDENT COMPLAINT- TEMP RESTORATION AROUND NEW GATE BOX SHUT OFF VALVE IN FIELD OFF WAKEFIELD AVENUE-OK,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
OCCUPANCY OF ROADWAY-FURNISH AND INSTALL FLOOD PROTECTION DEVICES AT VARIOUS NYCT FACILITIES TO INCLUDE STAGING AREA AND CONSTRUCTION SIGNS,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
OLD WATER SERVICE WAS NEVER CUT AND CAP OLD LEAD PIPE FROZE AND FLOODED BASEMENT,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"On the North west corner catch basin there is a condition of constant flooding turning in to ice with below zero temperature next corner is a elementary School a small mall is there in front is a Laundry Depot, possible pipe obstruction.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"OPP# 47 PLEASE INSPECT AND SCHEDULE FOR CLEAN OUT OF CLOGGED CATCH BASIN. STREET PITCHED TO MID BLOCK ANYTIME IT RAINS THE STREET FLOODS CURB TO CURB AND CARS CAN NOT PASS, THEY COME DOWN THE OTHER SIDE OF THE BLOCK. ROADWAY IS ERODING DUE TO WATER.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Opposite address # 109/111, asphalt was breaking away around utility access cover. This portion of the roadway is usually flooded but you still need to maintain area around hardware.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
parking lane/ driving lane excavated IFO AKA 168 Stuyvesant to cut service to 166 Stuyvesant due to flood in basement which could compromise service line and main,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Parking lane/ driving lane excavation ,  water flood in the street . Service water leak !",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Parks Department on site cleaning the s/w, she told me that the catch basin fill up with rain water, floods street, s/w. Pedestrians have a hard time crossing. D.E.P need to clean inside the catch basin. N/E corner St. Opp the Park.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
PART OF R/WAY FLOODED/PONDED.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Pass, flood adjustments",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
passing location block flooded,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
passing location block flooded wear and tear.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
passing location roadway flooded and wear and tear,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
passing location street flooded and wear and tear.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
passing street in poor condition flooding royal waste has entire block a mess,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
passing street in poor condition wear and tear flooding,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"pass, inter , fully paved .... after , new flood gate..install",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
pass. Majority of street flooded due to recent rain. perm restoration opposite,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
pedestrian  walk with two ramps  flooding warning to foreman Vilson to keep clean,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Permanent cut around hardware sunken 2 inches. Causing flooding around hardware,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
perm cuts in r/w s/w not completely visible due to flooding,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"perm cuts in r/w s/w restored, flooding obscures complete view",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
PERM GAS TRENCH EXTENDING INTO THE INTERSECTION WHICH IS CURRENTLY FLOODED,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"permit check, perm rwy, seal slightly cracked, unsure p/l rain flood.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
permit passed street in poor condition wear and tear and flooding,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Perm restoration under car, appears in good standing, cant see IBM marker due to heavy rain flooding. Check next insp.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Perm r/w trench on s/o 135 McClean Ave leading to crosswalk appears to be ok. Half the crosswalk was flooded with water.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"Perm rwy, seal slightly cracked,  p/l rain flood.",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
perm sidewalk trench and roadway parking lane flooded,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"perm to grade restoration in r/w, resident came out to talk about the flooded r/w in the area",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
pipe broken in house and flooded basement,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
"please conduct repairs/ investigation water-seeping throughout entire roadway of the intersection flooded up 2”, in a timely fashion. CAR issued",1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Ponding / Flooding like conditions due to rainfall prevents accurate assessment of roadway at time of inspection.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Ponding /Flooding like conditions due to rainfall prevents accurate assessment of roadway at time of inspection.,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
Ponding & Flooding Within The Catch Basin I/F/O 1607 York Ave Btwn E. 84 St & E. 85th St. Need To Be Inspected,1,2024-12-30 05:50:23,inspectionremarks,ydkf-mpxb
